year,month,pc1_hf,STOXX50_hf,MP_pm,CBI_pm,MP_median,CBI_median
2022,2,0.01650525,-0.967914358713351,0.01650525,0,0.03875907,-0.02225382
2022,3,0.0143806,-0.13615918320653,0.0143806,0,0.01148173,0.00289887
2022,4,-0.03888736,0.236830009781208,-0.03888736,-0,-0.02690802,-0.01197934
2022,5,0,0,0,0,0,0
2022,6,-0.00967405,-1.41096293636256,-0,-0.00967405,0.0396333,-0.04930735
2022,7,0.12674214,0.119942578418808,0,0.12674214,0.05959075,0.06715139
2022,8,0,0,0,0,0,0
2022,9,0.11501145,-0.22380435893723,0.11501145,0,0.06455953,0.05045192
2022,10,-0.05552758,0.642207387971006,-0.05552758,-0,-0.0480047,-0.00752288
2022,11,0,0,0,0,0,0
2022,12,0.03575013,-2.17950296080822,0.03575013,0,0.08656802,-0.05081789
2023,1,0,0,0,0,0,0
2023,2,-0.02081388,0.557844918201233,-0.02081388,-0,-0.02798894,0.00717506
2023,3,0.19729267,1.14873149172947,0,0.19729267,0.06244094,0.13485173
2023,4,0,0,0,0,0,0
2023,5,-0.07533182,0.506972788081228,-0.07533182,-0,-0.05364453,-0.02168729
2023,6,0.01502103,0.141153566107022,0,0.01502103,0.00306168,0.01195935
2023,7,-0.02146084,0.577906619533231,-0.02146084,-0,-0.02894472,0.00748388
2023,8,0,0,0,0,0,0
2023,9,0.0718782,1.02057828153406,0,0.0718782,0.0037728,0.0681054
2023,10,-0.019879,0.472046352170885,-0.019879,-0,-0.02481732,0.00493832
