date,pc1,STOXX50,MP_pm,CBI_pm,MP_median,CBI_median
2013-08-01,0.00839722,0.222118586710174,0,0.00839722,-0.00280206,0.01119928
2013-09-05,-0.00494103,0.119633884026715,-0.00494103,-0,-0.0062411,0.00130007
2013-10-02,0.0006697,-0.201354070967952,0.0006697,0,0.00668107,-0.00601137
2013-11-07,-0.01179799,0.922527796492822,-0.01179799,-0,-0.03497496,0.02317697
2013-12-05,0.01346595,-0.346216518112818,0.01346595,0,0.01764493,-0.00417898
2014-01-09,-0.00753645,-0.351263273130797,-0,-0.00753645,0.00730279,-0.01483924
2014-02-06,0.03961455,0.0241025161514585,0,0.03961455,0.01904762,0.02056693
2014-03-06,0.04178341,-0.320062253482334,0.04178341,0,0.03097934,0.01080407
2014-04-03,0.02253529,0.794019096892917,0,0.02253529,-0.01375802,0.03629331
2014-05-08,0.00456526,0.240326960179971,0,0.00456526,-0.00529193,0.00985719
2014-06-05,-0.02374084,0.758521647014021,-0.02374084,-0,-0.03577729,0.01203645
2014-07-03,-0.00483711,0.481366345706569,-0.00483711,-0,-0.01759012,0.01275301
2014-08-07,0.00255118,0.0183792157843143,0,0.00255118,0.00069632,0.00185486
2014-09-04,-0.06376123,0.994292288364384,-0.06376123,-0,-0.06321844,-0.00054279
2014-10-02,0.00511837,-1.6111924196748,0.00511837,0,0.05334029,-0.04822192
2014-11-06,0.00261162,1.19355647700861,0,0.00261162,-0.03631236,0.03892398
2014-12-04,0.00753409,-1.63189595075242,0.00753409,0,0.05520068,-0.04766659
2015-01-22,-0.00741203,0.484450069633269,-0.00741203,-0,-0.01897477,0.01156274
2015-03-05,-0.00343776,-0.0658903807275735,-0,-0.00343776,0.00035783,-0.00379559
2015-04-15,0.00659092,0.149348759673984,0,0.00659092,-0.00141167,0.00800259
2015-06-03,-0.00265016,-0.319661970526575,-0,-0.00265016,0.00874994,-0.0114001
2015-07-16,0.00061998,0.0554046727915036,0,0.00061998,-0.00143624,0.00205622
2015-09-03,-0.00180728,0.963531198367384,-0.00180728,-0,-0.03127194,0.02946466
2015-10-22,-0.02063588,2.00693573812121,-0.02063588,-0,-0.07357197,0.05293609
2015-12-03,0.09602346,-3.64585351797242,0.09602346,0,0.16292071,-0.06689725
